experiment,fold,val_top1,val_f1_macro,val_f1_micro,val_auc_macro,test_top1,test_f1_macro,test_f1_micro,test_auc_macro
700,1,0.7123311395912713,0.7155791207988114,0.7123311395912713,0.9698783704970232,0.5861471861471861,0.5983422602542365,0.5861471861471862,0.9284607791936751
700,2,0.7245021645021644,0.7186982411763885,0.7245021645021645,0.9686661637223668,0.6268398268398269,0.6308398571206146,0.6268398268398269,0.9394457676435441
700,3,0.702857142857143,0.6861248237312958,0.7028571428571428,0.964355758364088,0.5607897471423623,0.5962047004551331,0.5607897471423623,0.9277256870629477
700,4,0.7099064773120887,0.6941819058788626,0.7099064773120887,0.9674680996321924,0.6047800484932455,0.6117709747409048,0.6047800484932456,0.9296999294354205
800,0,0.7426736911425749,0.738731615686301,0.7426736911425749,0.9689185686721324,0.6381297332894303,0.6326541431039067,0.6381297332894303,0.9291561174579077
800,1,0.7212709911096477,0.7225596233130054,0.7212709911096477,0.9691716309154945,0.6202469135802469,0.608856989436182,0.6202469135802469,0.9423231352341185
800,2,0.7269135802469135,0.7111264846197155,0.7269135802469135,0.9703356212994023,0.6054320987654321,0.6257292248573462,0.6054320987654321,0.9459309391815562
800,3,0.7247736625514404,0.7076286906584106,0.7247736625514404,0.9719450311300565,0.607672044781034,0.5931256611539594,0.6076720447810339,0.932817909982454
800,4,0.7518933157721436,0.7442280987084867,0.7518933157721436,0.9739047771762724,0.6084952255515311,0.602889363999291,0.6084952255515311,0.9296869879558872
900,0,0.7463131471603388,0.7424935479604495,0.7463131471603389,0.9735446038062238,0.6799497960464386,0.6697832276311286,0.6799497960464387,0.9414608650902142
900,1,0.7773768434264199,0.7749715379689083,0.7773768434264199,0.9787134422252765,0.6850196078431372,0.6669476136424055,0.6848627450980392,0.9410796841131219
900,2,0.7491764705882353,0.7471609059777738,0.7491764705882353,0.9766845604699922,0.623686274509804,0.6361725527509912,0.623686274509804,0.9381229010662087
900,3,0.7430588235294118,0.7719762172230458,0.7429019607843137,0.9754566186705299,0.6479447756510825,0.672941683313731,0.6477878882962034,0.9440576855306783
900,4,0.7507059930969564,0.7473829358942169,0.7508628804518356,0.9773914490400392,0.6479447756510825,0.6565217978354624,0.6479447756510825,0.9404240480424816
1000,0,0.7771950854060533,0.7794412040613138,0.7771950854060533,0.9811807136879374,0.6601738088103086,0.6784627797743613,0.6601738088103086,0.9443613481173324
1000,1,0.8017680551393467,0.7975593589199604,0.8017680551393467,0.9827136199069073,0.6617228464419476,0.6644254489133892,0.6617228464419476,0.9318331293980268
1000,2,0.7676404494382022,0.7657689096861675,0.7676404494382022,0.9781614089011312,0.6525842696629214,0.652986533599159,0.6525842696629214,0.9431366012260611
1000,3,0.7465168539325844,0.7487262991268595,0.7465168539325843,0.9757173770915988,0.6101288582559186,0.6308551444897941,0.6101288582559184,0.9295987696408946
1000,4,0.7572670062930775,0.7638163637626337,0.7572670062930776,0.9756820695208792,0.6195684746778544,0.6329196886518867,0.6195684746778544,0.9455830039224653
